tax_id	species	genus	family	order	class	phylum	clade	superkingdom	subspecies	species subgroup	species group
1987503	Lentilactobacillus raoultii	Lentilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
2717590	Didymella chromolaenae	Didymella	Didymellaceae	Pleosporales	Dothideomycetes	Ascomycota	Opisthokonta	Eukaryota			
2293570	Microbacterium bovistercoris	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
634430	Sphingomonas rubra	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota		Bacteria			
1930274	Roseimaritima multifibrata	Roseimaritima	Pirellulaceae	Pirellulales	Planctomycetia	Planctomycetota	PVC group	Bacteria			
744406	Sphaerotilus hippei	Sphaerotilus	Sphaerotilaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota		Bacteria			
96344	Cupriavidus oxalaticus	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota		Bacteria			
1296	Mammaliicoccus sciuri	Mammaliicoccus	Staphylococcaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
268410	Rhodovarius lipocyclicus	Rhodovarius	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Pseudomonadota		Bacteria			
2018669	Desulfosporosinus fructosivorans	Desulfosporosinus	Desulfitobacteriaceae	Eubacteriales	Clostridia	Bacillota	Terrabacteria group	Bacteria			
1004901	Gordonia iterans	Gordonia	Gordoniaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
2606631	Pseudoramibacter porci	Pseudoramibacter	Eubacteriaceae	Eubacteriales	Clostridia	Bacillota	Terrabacteria group	Bacteria			
1743169	Polynucleobacter sphagniphilus	Polynucleobacter	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota		Bacteria			
1833	Rhodococcus erythropolis	Rhodococcus	Nocardiaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			Rhodococcus erythropolis group
220688	Neobacillus soli	Neobacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
2697469	Draconibacterium mangrovi	Draconibacterium	Prolixibacteraceae	Marinilabiliales	Bacteroidia	Bacteroidota	FCB group	Bacteria			
564415	Herbidospora sakaeratensis	Herbidospora	Streptosporangiaceae	Streptosporangiales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
505	Kingella oralis	Kingella	Neisseriaceae	Neisseriales	Betaproteobacteria	Pseudomonadota		Bacteria			
945844	Massilia oculi	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Pseudomonadota		Bacteria			
2684212	Pseudomonas izuensis	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
225323	Allomonas enterica	Allomonas	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota		Bacteria			
2055832	Timaviella karstica	Timaviella	Oculatellaceae	Oculatellales	Cyanophyceae	Cyanobacteriota	Terrabacteria group	Bacteria			
489716	Ambrosiozyma pseudovanderkliftii	Ambrosiozyma	Pichiaceae	Pichiales	Pichiomycetes	Ascomycota	Opisthokonta	Eukaryota			
1820002	Bartonella mastomydis	Bartonella	Bartonellaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota		Bacteria			
1656892	Nakamurella aerolata	Nakamurella	Nakamurellaceae	Nakamurellales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
135719	Sphingobium amiense	Sphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota		Bacteria			
866807	Aureibacter tunicatorum	Aureibacter	Persicobacteraceae	Cytophagales	Cytophagia	Bacteroidota	FCB group	Bacteria			
523	Acidiphilium angustum	Acidiphilium	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Pseudomonadota		Bacteria			
31996	Beijerinckia derxii	Beijerinckia	Beijerinckiaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota		Bacteria			
1069	Rhodomicrobium vannielii	Rhodomicrobium	Hyphomicrobiaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota		Bacteria			
270350	Methylobacterium hispanicum	Methylobacterium	Methylobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota		Bacteria			
579105	Mesonia phycicola	Mesonia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
3058672	Paramonodictys paeoniae	Paramonodictys	Parabambusicolaceae	Pleosporales	Dothideomycetes	Ascomycota	Opisthokonta	Eukaryota			
1872678	Pseudoalteromonas fuliginea	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
2718583	Lophiostoma clematidicola	Lophiostoma	Lophiostomataceae	Pleosporales	Dothideomycetes	Ascomycota	Opisthokonta	Eukaryota			
40214	Acinetobacter johnsonii	Acinetobacter	Moraxellaceae	Moraxellales	Gammaproteobacteria	Pseudomonadota		Bacteria			
2723247	Minimelanolocus nujiangensis	Minimelanolocus	Herpotrichiellaceae	Chaetothyriales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota			
910347	Streptomyces aidingensis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1792	Mycolicibacterium chitae	Mycolicibacterium	Mycobacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
451644	Mycolicibacterium conceptionense	Mycolicibacterium	Mycobacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1982042	Tsuneonella mangrovi	Tsuneonella	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota		Bacteria			
32025	Helicobacter hepaticus	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Campylobacterota		Bacteria			
1849041	Harryflintia acetispora	Harryflintia	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota	Terrabacteria group	Bacteria			
470150	Pseudomonas taiwanensis	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
2731212	Uliginosibacterium aquaticum	Uliginosibacterium	Zoogloeaceae	Rhodocyclales	Betaproteobacteria	Pseudomonadota		Bacteria			
1333651	Bifidobacterium moukalabense	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
479077	Lysinibacillus cresolivorans	Lysinibacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
2613334	Anoxybacillus sediminis	Anoxybacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
1008	Saprospira grandis	Saprospira	Saprospiraceae	Saprospirales	Saprospiria	Bacteroidota	FCB group	Bacteria			
2737006	Sphingobacterium prati	Sphingobacterium	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidota	FCB group	Bacteria			
744461	Pseudahrensia aquimaris	Pseudahrensia	Ahrensiaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota		Bacteria			
237576	Oribacterium sinus	Oribacterium	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Terrabacteria group	Bacteria			
505250	Maribacter antarcticus	Maribacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
620903	Negativicoccus succinicivorans	Negativicoccus	Veillonellaceae	Veillonellales	Negativicutes	Bacillota	Terrabacteria group	Bacteria			
1707093	Heyndrickxia camelliae	Heyndrickxia	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
1577690	Sphingobium estronivorans	Sphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota		Bacteria			
2510978	Amycolatopsis suaedae	Amycolatopsis	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
414	Methylococcus capsulatus	Methylococcus	Methylococcaceae	Methylococcales	Gammaproteobacteria	Pseudomonadota		Bacteria			
709340	Pontibacter jeungdoensis	Pontibacter	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidota	FCB group	Bacteria			
270920	Pibocella ponti	Pibocella	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
2662059	Dactylothamnos antarcticus	Dactylothamnos	Tolypothrichaceae	Nostocales	Cyanophyceae	Cyanobacteriota	Terrabacteria group	Bacteria			
569	Hafnia alvei	Hafnia	Hafniaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota		Bacteria			
332340	Salicola marasensis	Salicola	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota		Bacteria			
1912877	Arcobacter caeni	Arcobacter	Arcobacteraceae	Campylobacterales	Epsilonproteobacteria	Campylobacterota		Bacteria			
664639	Kocuria salsicia	Kocuria	Micrococcaceae	Micrococcales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
398773	Methylohalomonas lacus	Methylohalomonas	Methylohalomonadaceae	Methylohalomonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
68207	Streptomyces geysiriensis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			Streptomyces rochei group
29401	Pseudonocardia halophobica	Pseudonocardia	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
253703	Paenibacillus antarcticus	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
320662	Rhodovulum marinum	Rhodovulum	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota		Bacteria			
2057912	Ganoderma angustisporum	Ganoderma	Polyporaceae	Polyporales	Agaricomycetes	Basidiomycota	Opisthokonta	Eukaryota			
2653851	Rubrobacter tropicus	Rubrobacter	Rubrobacteraceae	Rubrobacterales	Rubrobacteria	Actinomycetota	Terrabacteria group	Bacteria			
3053855	Planisphaeria reniformispora	Planisphaeria			Sordariomycetes	Ascomycota	Opisthokonta	Eukaryota			
2665125	Septoriella camporesii	Septoriella	Phaeosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Opisthokonta	Eukaryota			
326474	Caballeronia humi	Caballeronia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota		Bacteria			
2749962	Lactococcus paracarnosus	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
2867239	Qipengyuania proteolytica	Qipengyuania	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota		Bacteria			
1165852	Melaminivora alkalimesophila	Melaminivora	Comamonadaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota		Bacteria			
2872158	Halobaculum rubrum	Halobaculum	Haloferacaceae	Halobacteriales	Halobacteria	Euryarchaeota	Stenosarchaea group	Archaea			
1508419	Thermotoga caldifontis	Thermotoga	Thermotogaceae	Thermotogales	Thermotogae	Thermotogota		Bacteria			
1717229	Spirosoma aerophilum	Spirosoma	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidota	FCB group	Bacteria			
413812	Natronococcus jeotgali	Natronococcus	Natrialbaceae	Halobacteriales	Halobacteria	Euryarchaeota	Stenosarchaea group	Archaea			
183763	Streptomonospora alba	Streptomonospora	Nocardiopsaceae	Streptosporangiales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
476	Moraxella bovis	Moraxella	Moraxellaceae	Moraxellales	Gammaproteobacteria	Pseudomonadota		Bacteria			
1650592	Arthrobacter gyeryongensis	Arthrobacter	Micrococcaceae	Micrococcales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
150831	Roseibium hamelinense	Roseibium	Stappiaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota		Bacteria			
2169414	Chitinophaga parva	Chitinophaga	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidota	FCB group	Bacteria			
2730852	Nonomuraea antri	Nonomuraea	Streptosporangiaceae	Streptosporangiales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
180785	Kraurogymnocarpa trochleospora	Kraurogymnocarpa	Gymnoascaceae	Onygenales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota			
2849074	Wongia fusiformis	Wongia	Papulosaceae		Sordariomycetes	Ascomycota	Opisthokonta	Eukaryota			
1907530	Chryseobacterium reticulitermitis	Chryseobacterium	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
547057	Actinokineospora cibodasensis	Actinokineospora	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
171401	Paenibacillus agarexedens	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
2683742	Sanguinoderma microporum	Sanguinoderma	Polyporaceae	Polyporales	Agaricomycetes	Basidiomycota	Opisthokonta	Eukaryota			
2714878	Muyocopron chromolaenae	Muyocopron	Muyocopronaceae	Muyocopronales	Dothideomycetes	Ascomycota	Opisthokonta	Eukaryota			
157465	Nocardiopsis composta	Nocardiopsis	Nocardiopsaceae	Streptosporangiales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1234143	Endozoicomonas euniceicola	Endozoicomonas	Endozoicomonadaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota		Bacteria			
589872	Winogradskyella exilis	Winogradskyella	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
42566	Halomonas eurihalina	Halomonas	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota		Bacteria			
1324946	Sphingobacterium changzhouense	Sphingobacterium	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidota	FCB group	Bacteria			
1324351	Paenochrobactrum pullorum	Paenochrobactrum	Brucellaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota		Bacteria			
2258962	Chryseobacterium pennae	Chryseobacterium	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
1768210	Vagococcus martis	Vagococcus	Enterococcaceae	Lactobacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
833	Fibrobacter succinogenes	Fibrobacter	Fibrobacteraceae	Fibrobacterales	Fibrobacteria	Fibrobacterota	FCB group	Bacteria			
379069	Galbibacter mesophilus	Galbibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
1424080	Pontibacter amylolyticus	Pontibacter	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidota	FCB group	Bacteria			
508451	Lactobacillus taiwanensis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
2830018	Sidera roseo-bubalina	Sidera	Rickenellaceae	Hymenochaetales	Agaricomycetes	Basidiomycota	Opisthokonta	Eukaryota			
2975157	Marinilongibacter aquaticus	Marinilongibacter	Leadbetterellaceae	Cytophagales	Cytophagia	Bacteroidota	FCB group	Bacteria			
1365628	Canibacter oris	Canibacter	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
5439	Buckleyzyma kluyveri-nielii	Buckleyzyma			Cystobasidiomycetes	Basidiomycota	Opisthokonta	Eukaryota			
2593674	Saccharothrix deserti	Saccharothrix	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
69279	Aquamicrobium defluvii	Aquamicrobium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota		Bacteria			
3072294	Colacogloea bettinae	Colacogloea	Colacogloeaceae		Microbotryomycetes	Basidiomycota	Opisthokonta	Eukaryota			
132473	Streptomyces alboniger	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			Streptomyces aurantiacus group
1658060	Sphingomonas vulcanisoli	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota		Bacteria			
69372	Luethyella okanaganae	Luethyella	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1658664	Maribacter flavus	Maribacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
1433126	Mucinivorans hirudinis	Mucinivorans	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	FCB group	Bacteria			
1111081	Scheffersomyces lignosus	Scheffersomyces	Debaryomycetaceae	Serinales	Pichiomycetes	Ascomycota	Opisthokonta	Eukaryota			
1815558	Mucilaginibacter amnicola	Mucilaginibacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidota	FCB group	Bacteria			
267215	Genolevuria amylolytica	Genolevuria	Bulleraceae	Tremellales	Tremellomycetes	Basidiomycota	Opisthokonta	Eukaryota			
1347788	Geomicrobium sediminis	Geomicrobium		Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
1125871	Septoria urticae	Septoria	Mycosphaerellaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Opisthokonta	Eukaryota			
1617087	Streptomyces polygonati	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1045501	Streptomyces ziwulingensis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
4956	Zygosaccharomyces rouxii	Zygosaccharomyces	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Opisthokonta	Eukaryota			
335952	Halococcus thailandensis	Halococcus	Halococcaceae	Halobacteriales	Halobacteria	Euryarchaeota	Stenosarchaea group	Archaea			
1229656	Acidibacter ferrireducens	Acidibacter			Gammaproteobacteria	Pseudomonadota		Bacteria			
2675851	Nocardia terrae	Nocardia	Nocardiaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1305656	Asteridiella obesa	Asteridiella	Meliolaceae	Meliolales	Sordariomycetes	Ascomycota	Opisthokonta	Eukaryota			
2301272	Picosynechococcus fontinalis	Picosynechococcus	Geminocystaceae	Chroococcales	Cyanophyceae	Cyanobacteriota	Terrabacteria group	Bacteria			
574789	Mytilinidion resinicola	Mytilinidion	Mytilinidiaceae	Mytilinidiales	Dothideomycetes	Ascomycota	Opisthokonta	Eukaryota			
2057743	Actinomyces wuliandei	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1522744	Novosphingobium oryzae	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota		Bacteria			
248551	Nocardia testacea	Nocardia	Nocardiaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1705562	Haloarcula rubripromontorii	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	Stenosarchaea group	Archaea			
2161676	Sulfitobacter aestuarii	Sulfitobacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota		Bacteria			
429134	Sphingomonas desiccabilis	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota		Bacteria			
157225	Salinicoccus hispanicus	Salinicoccus	Staphylococcaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
2066948	Neolyngbya maris-brasilis	Neolyngbya	Sirenicapillariaceae	Oscillatoriales	Cyanophyceae	Cyanobacteriota	Terrabacteria group	Bacteria			
1550241	Thermofilum uzonense	Thermofilum	Thermofilaceae	Thermofilales	Thermoprotei	Thermoproteota	TACK group	Archaea			
1561	Clostridium baratii	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	Terrabacteria group	Bacteria			
2737173	Actinomyces marmotae	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
2828363	Corynebacterium parakroppenstedtii	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
915471	Pseudomonas linyingensis	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
1270	Micrococcus luteus	Micrococcus	Micrococcaceae	Micrococcales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1387277	Primorskyibacter flagellatus	Primorskyibacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota		Bacteria			
696072	Cohnella suwonensis	Cohnella	Paenibacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
971	Selenomonas ruminantium	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Bacillota	Terrabacteria group	Bacteria			
1492	Clostridium butyricum	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	Terrabacteria group	Bacteria			
44470	Natronococcus amylolyticus	Natronococcus	Natrialbaceae	Halobacteriales	Halobacteria	Euryarchaeota	Stenosarchaea group	Archaea			
2499894	Galiicola baoshanensis	Galiicola	Phaeosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Opisthokonta	Eukaryota			
146476	Acetobacter syzygii	Acetobacter	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Pseudomonadota		Bacteria			
1494462	Lactococcus hircilactis	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
2807618	Parashewanella hymeniacidonis	Parashewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
1756185	Nocardioides opuntiae	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
2528026	Maioricimonas rarisocia	Maioricimonas	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetota	PVC group	Bacteria			
1499308	Paracoccus mutanolyticus	Paracoccus	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota		Bacteria			
3122152	Ciimarium marinum	Ciimarium	Prochlorococcaceae	Synechococcales	Cyanophyceae	Cyanobacteriota	Terrabacteria group	Bacteria			
1481893	Planktotalea arctica	Planktotalea	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota		Bacteria			
252	Halomonas halmophila	Halomonas	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota		Bacteria			
1230375	Nannizziopsis dermatitidis	Nannizziopsis	Nannizziopsiaceae	Onygenales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota			
2035833	Paenibacillus yanchengensis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
92952	Naganishia adeliensis	Naganishia	Filobasidiaceae	Filobasidiales	Tremellomycetes	Basidiomycota	Opisthokonta	Eukaryota			
937927	Oceanobacillus rekensis	Oceanobacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
1938816	Polynucleobacter brandtiae	Polynucleobacter	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota		Bacteria			
1323731	Streptomonospora nanhaiensis	Streptomonospora	Nocardiopsaceae	Streptosporangiales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1735285	Vogesella oryzae	Vogesella	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Pseudomonadota		Bacteria			
2786941	Konicacronema caatingensis	Konicacronema	Konicacronemataceae	Gomontiellales	Cyanophyceae	Cyanobacteriota	Terrabacteria group	Bacteria			
670482	Fontibacillus panacisegetis	Fontibacillus	Paenibacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
1222336	Spongiimonas flava	Spongiimonas	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
2056231	Pseudomonas qingdaonensis	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
2798580	Archaeoglobus neptunius	Archaeoglobus	Archaeoglobaceae	Archaeoglobales	Archaeoglobi	Euryarchaeota		Archaea			
428991	Novosphingobium panipatense	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota		Bacteria			
1452732	Paenibacillus kyungheensis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
1244869	Paramagnetospirillum caucaseum	Paramagnetospirillum	Magnetospirillaceae	Rhodospirillales	Alphaproteobacteria	Pseudomonadota		Bacteria			
370769	Halomonas denitrificans	Halomonas	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota		Bacteria			
116188	Streptomyces coeruleorubidus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
351675	Xenorhabdus mauleonii	Xenorhabdus	Morganellaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota		Bacteria			
470080	Ramichloridium apiculatum	Ramichloridium	Dissoconiaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Opisthokonta	Eukaryota			
1736751	Hyphobacterium vulgare	Hyphobacterium	Maricaulaceae	Maricaulales	Alphaproteobacteria	Pseudomonadota		Bacteria			
1214924	Rhizobium lemnae	Rhizobium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota		Bacteria			
681158	Streptomyces amritsarensis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1917421	Ketobacter alkanivorans	Ketobacter	Ketobacteraceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
1768003	Paenibacillus pinistramenti	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
83983	Methanobacterium uliginosum	Methanobacterium	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Methanomada group	Archaea			
1962232	Gelidibacter japonicus	Gelidibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
1507287	Sphingopyxis flava	Sphingopyxis	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota		Bacteria			
555372	Plantactinospora siamensis	Plantactinospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
173858	Streptomyces luteireticuli	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
328049	Nocardia jejuensis	Nocardia	Nocardiaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
2606628	Suipraeoptans intestinalis	Suipraeoptans	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Terrabacteria group	Bacteria			
1854500	Roseomonas nepalensis	Roseomonas	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Pseudomonadota		Bacteria			
313588	Croceibacter atlanticus	Croceibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
104411	Solicoccozyma phenolica	Solicoccozyma	Piskurozymaceae	Filobasidiales	Tremellomycetes	Basidiomycota	Opisthokonta	Eukaryota			
